TemplateName,Category,Language,HeaderFormat,SentAt,Result,MetaResponse,Error,MediaUrlImage,MediaUrlVideo,MediaUrlDocument
"marketing_none_cta_qr_footer_promo_vars_4322","MARKETING","en_US","","2026-02-27T07:44:54.728Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSMDJEMjZCMjk4NTFGQjA5MjE4AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_footer_promo_vars_3982","MARKETING","en_US","","2026-02-27T07:44:57.250Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSQzMwRTAxQjI4MTA5ODY3MEVEAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_footer_coupon_vars_1421","MARKETING","en_US","","2026-02-27T07:44:59.012Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSMTZEMDYzRUYwRjk4RUI3N0NEAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_footer_promo_novars_5830","MARKETING","en_US","","2026-02-27T07:45:00.961Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSOTBCNkM3QzE0QTFCRjI0QURBAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_footer_promo_novars_0589","MARKETING","en_US","","2026-02-27T07:45:02.810Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSNjM2NDJFQTZFMUZEQjcyNDU2AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_footer_coupon_novars_5693","MARKETING","en_US","","2026-02-27T07:45:04.653Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSRTlFNkZGNkQzMzFERDZCNDM1AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_none_nofooter_promo_vars_0111","MARKETING","en_US","","2026-02-27T07:45:06.431Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSODExMDUzQkVCQjA2NjlGRTM0AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_none_nofooter_promo_novars_6670","MARKETING","en_US","","2026-02-27T07:45:08.244Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSQkU5QkVBQkMwNTZDRDE1Q0FGAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_quick_reply_nofooter_promo_vars_1770","MARKETING","en_US","","2026-02-27T07:45:09.961Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSQTk3NUIyRkQyMEY2NUEzNzI3AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_quick_reply_nofooter_promo_novars_8800","MARKETING","en_US","","2026-02-27T07:45:12.400Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSNkE2MUJBRENBMUVEOTk5NDJGAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_nofooter_promo_vars_2541","MARKETING","en_US","","2026-02-27T07:45:14.299Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSQzE4QjQ1QTkzNjhDQzkyNDk2AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_nofooter_promo_vars_1472","MARKETING","en_US","","2026-02-27T07:45:16.247Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSRTVCMDFBQUVCRkU5NDBBMzVBAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_nofooter_coupon_vars_8153","MARKETING","en_US","","2026-02-27T07:45:18.091Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSRDVGQzZBNzI1MzdBQjUxQkE3AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_nofooter_promo_novars_3248","MARKETING","en_US","","2026-02-27T07:45:21.162Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSOUNERTBFNjVBRkI2MUFDOUE4AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_nofooter_promo_novars_8237","MARKETING","en_US","","2026-02-27T07:45:23.004Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSMzE4NTAzRTE5NEFDM0YxN0QzAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_nofooter_coupon_novars_2340","MARKETING","en_US","","2026-02-27T07:45:24.804Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSRjBBQzJDOTA3MTc4RUQ0ODkxAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_nofooter_promo_vars_7644","MARKETING","en_US","","2026-02-27T07:45:26.693Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSOEExM0ZBRjdCMDE3NURDN0RBAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_nofooter_promo_vars_3900","MARKETING","en_US","","2026-02-27T07:45:28.637Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSN0MyRjIwM0ZDQ0MxQzVDMUNDAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_nofooter_coupon_vars_0139","MARKETING","en_US","","2026-02-27T07:45:30.481Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSM0YzOTE3N0UwNzYwOTA2M0YzAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_nofooter_promo_novars_5052","MARKETING","en_US","","2026-02-27T07:45:32.325Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSRTk2OEY1RUU2NUNBMThENUY1AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_nofooter_promo_novars_9762","MARKETING","en_US","","2026-02-27T07:45:34.167Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSNDgwRTFGQUJEMTVFODA5NTMzAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_none_cta_qr_nofooter_coupon_novars_3349","MARKETING","en_US","","2026-02-27T07:45:35.964Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSNzk3MkQyRjFCQUVBNUI5MjBGAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_text_none_footer_promo_vars_9812","MARKETING","en_US","","2026-02-27T07:54:45.709Z","SKIPPED","","Template status is REJECTED (not APPROVED)","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178880/whatsapp_media/template-qa-image-1772178879565.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178883/whatsapp_media/template-qa-video-1772178881534.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178884/whatsapp_media/template-qa-document-1772178883865.pdf"
"marketing_text_none_footer_promo_novars_0550","MARKETING","en_US","TEXT","2026-02-27T07:45:39.281Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSNjU2NEM5RjE5REZBMUVCNjU1AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_text_quick_reply_footer_promo_vars_5597","MARKETING","en_US","","2026-02-27T07:54:45.709Z","SKIPPED","","Template status is REJECTED (not APPROVED)","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178880/whatsapp_media/template-qa-image-1772178879565.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178883/whatsapp_media/template-qa-video-1772178881534.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178884/whatsapp_media/template-qa-document-1772178883865.pdf"
"marketing_text_quick_reply_footer_promo_novars_5911","MARKETING","en_US","TEXT","2026-02-27T07:45:42.651Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSRkNDOTg5NDE3MTk1MjJDMUZEAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_text_cta_footer_promo_vars_1327","MARKETING","en_US","","2026-02-27T07:54:45.709Z","SKIPPED","","Template status is REJECTED (not APPROVED)","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178880/whatsapp_media/template-qa-image-1772178879565.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178883/whatsapp_media/template-qa-video-1772178881534.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178884/whatsapp_media/template-qa-document-1772178883865.pdf"
"marketing_text_cta_footer_promo_vars_0770","MARKETING","en_US","","2026-02-27T07:54:45.709Z","SKIPPED","","Template status is REJECTED (not APPROVED)","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178880/whatsapp_media/template-qa-image-1772178879565.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178883/whatsapp_media/template-qa-video-1772178881534.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178884/whatsapp_media/template-qa-document-1772178883865.pdf"
"marketing_text_cta_footer_coupon_vars_3245","MARKETING","en_US","","2026-02-27T07:54:45.709Z","SKIPPED","","Template status is REJECTED (not APPROVED)","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178880/whatsapp_media/template-qa-image-1772178879565.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178883/whatsapp_media/template-qa-video-1772178881534.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178884/whatsapp_media/template-qa-document-1772178883865.pdf"
"marketing_text_cta_footer_promo_novars_9221","MARKETING","en_US","TEXT","2026-02-27T07:45:49.684Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSNTlGMTcwMTFEQjEyMDgwREVBAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_text_cta_footer_promo_novars_3493","MARKETING","en_US","TEXT","2026-02-27T07:45:51.678Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSNjI5RUNDOTg4Qjk5M0Y5MEI1AA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_text_cta_footer_coupon_novars_9125","MARKETING","en_US","TEXT","2026-02-27T07:45:53.454Z","SENT","{""messaging_product"":""whatsapp"",""contacts"":[{""input"":""919182151640"",""wa_id"":""919182151640""}],""messages"":[{""id"":""wamid.HBgMOTE5MTgyMTUxNjQwFQIAERgSOEMwODZDQkYwMzRCQzNDQzQzAA=="",""message_status"":""accepted""}]}","","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178288/whatsapp_media/template-qa-image-1772178287743.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178291/whatsapp_media/template-qa-video-1772178289957.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178293/whatsapp_media/template-qa-document-1772178292619.pdf"
"marketing_text_cta_qr_footer_promo_vars_4261","MARKETING","en_US","","2026-02-27T07:54:45.709Z","SKIPPED","","Template status is REJECTED (not APPROVED)","https://res.cloudinary.com/dkkiwk2ty/image/upload/v1772178880/whatsapp_media/template-qa-image-1772178879565.png","https://res.cloudinary.com/dkkiwk2ty/video/upload/v1772178883/whatsapp_media/template-qa-video-1772178881534.mp4","https://res.cloudinary.com/dkkiwk2ty/raw/upload/v1772178884/whatsapp_media/template-qa-document-1772178883865.pdf"
